PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Christian Izien,s:20~l:28~a:4372459,Black,10000.00%,29,Happy,9998.25%,"5' 10"", 200 lbs",6/8/2000 (25),Rutgers,N/A,Active,https://www.espn.com/nfl/player/_/id/4372459/christian-izien
Payne Durham,s:20~l:28~a:4372505,White,9383.19%,40,Sad,6570.78%,"6' 5"", 255 lbs",6/15/2000 (25),Purdue,"2023: Rd 5, Pk 171 (TB)",Active,https://www.espn.com/nfl/player/_/id/4372505/payne-durham
Luke Goedeke,s:20~l:28~a:4380507,Asian,2858.85%,26,Neutral,9933.12%,"6' 5"", 312 lbs",11/28/1998 (26),C Michigan,"2022: Rd 2, Pk 57 (TB)",Active,https://www.espn.com/nfl/player/_/id/4380507/luke-goedeke
Trey Palmer,s:20~l:28~a:4426407,Black,8546.79%,32,Happy,9993.85%,"6' 1"", 190 lbs",4/2/2001 (24),Nebraska,"2023: Rd 6, Pk 191 (TB)",Active,https://www.espn.com/nfl/player/_/id/4426407/trey-palmer
Connor Bazelak,s:20~l:28~a:4426444,White,9864.93%,29,Happy,8837.44%,"6' 3"", 225 lbs",9/22/2000 (24),Bowling Green,N/A,Active,https://www.espn.com/nfl/player/_/id/4426444/connor-bazelak
Shilo Sanders,s:20~l:28~a:4426508,White,7177.61%,36,Fear,7997.86%,"6' 0"", 195 lbs",2/9/2000 (25),Colorado,N/A,Active,https://www.espn.com/nfl/player/_/id/4426508/shilo-sanders
Calijah Kancey,s:20~l:28~a:4427673,White,2879.81%,37,Happy,7739.32%,"6' 0"", 280 lbs",3/1/2001 (24),Pitt,"2023: Rd 1, Pk 19 (TB)",Active,https://www.espn.com/nfl/player/_/id/4427673/calijah-kancey
Tykee Smith,s:20~l:28~a:4428522,Black,10000.00%,34,Happy,9763.85%,"5' 10"", 202 lbs",2/18/2001 (24),Georgia,"2024: Rd 3, Pk 89 (TB)",Active,https://www.espn.com/nfl/player/_/id/4428522/tykee-smith
Rashad Wisdom,s:20~l:28~a:4428917,Black,9432.07%,28,Happy,9893.98%,"5' 9"", 210 lbs",6/6/2001 (24),UTSA,N/A,Active,https://www.espn.com/nfl/player/_/id/4428917/rashad-wisdom
Chris Braswell,s:20~l:28~a:4428989,Black,9991.74%,41,Neutral,9652.65%,"6' 3"", 255 lbs",10/25/2001 (23),Alabama,"2024: Rd 2, Pk 57 (TB)",Active,https://www.espn.com/nfl/player/_/id/4428989/chris-braswell
Rakim Jarrett,s:20~l:28~a:4429006,Black,10000.00%,28,Happy,8984.04%,"6' 0"", 192 lbs",1/24/2001 (24),Maryland,N/A,Active,https://www.espn.com/nfl/player/_/id/4429006/rakim-jarrett
Graham Barton,s:20~l:28~a:4429251,White,9996.65%,21,Happy,9998.00%,"6' 5"", 314 lbs",6/1/2002 (23),Duke,"2024: Rd 1, Pk 26 (TB)",Active,https://www.espn.com/nfl/player/_/id/4429251/graham-barton
SirVocea Dennis,s:20~l:28~a:4429511,Black,9998.62%,31,Neutral,9156.18%,"6' 0"", 230 lbs",3/9/2000 (25),Pitt,"2023: Rd 5, Pk 153 (TB)",Active,https://www.espn.com/nfl/player/_/id/4429511/sirvocea-dennis
Garrett Greene,s:20~l:28~a:4429847,White,9989.15%,23,Happy,9597.20%,"5' 11"", 201 lbs",N/A,West Virginia,N/A,Active,https://www.espn.com/nfl/player/_/id/4429847/garrett-greene
Jake Majors,s:20~l:28~a:4430814,White,3736.39%,24,Neutral,3945.16%,"6' 3"", 315 lbs",N/A,Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/4430814/jake-majors
Jalen McMillan,s:20~l:28~a:4430834,Indian,4889.46%,26,Neutral,9932.14%,"6' 1"", 192 lbs",12/7/2001 (23),Washington,"2024: Rd 3, Pk 92 (TB)",Active,https://www.espn.com/nfl/player/_/id/4430834/jalen-mcmillan
Sean Tucker,s:20~l:28~a:4430871,Black,9998.49%,25,Neutral,9994.87%,"5' 10"", 205 lbs",10/25/2001 (23),Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4430871/sean-tucker
Nash Hutmacher,s:20~l:28~a:4431153,White,9999.72%,33,Happy,9572.94%,"6' 4"", 310 lbs",N/A,Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4431153/nash-hutmacher
Desmond Watson,s:20~l:28~a:4431607,Black,10000.00%,26,Neutral,6036.69%,"6' 5"", 449 lbs",N/A,Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/4431607/desmond-watson
Roman Parodie,s:20~l:28~a:4565547,Black,3759.56%,32,Happy,6431.35%,"6' 2"", 204 lbs",N/A,Ohio,N/A,Active,https://www.espn.com/nfl/player/_/id/4565547/roman-parodie
J.J. Roberts,s:20~l:28~a:4566165,Latino Hispanic,3123.47%,23,Sad,4972.59%,"6' 0"", 195 lbs",N/A,Marshall,N/A,Active,https://www.espn.com/nfl/player/_/id/4566165/jj-roberts
Marcus Banks,s:20~l:28~a:4567109,Black,3837.48%,23,Neutral,9975.75%,"6' 0"", 190 lbs",10/8/2000 (24),Mississippi St,N/A,Active,https://www.espn.com/nfl/player/_/id/4567109/marcus-banks
D.J. Williams,s:20~l:28~a:4567216,Black,9995.90%,30,Happy,9953.41%,"6' 0"", 225 lbs",11/15/1999 (25),Arizona,N/A,Active,https://www.espn.com/nfl/player/_/id/4567216/dj-williams
Emeka Egbuka,s:20~l:28~a:4567750,Black,3018.44%,26,Happy,9959.06%,"6' 1"", 205 lbs",10/14/2002 (22),Ohio State,"2025: Rd 1, Pk 19 (TB)",Active,https://www.espn.com/nfl/player/_/id/4567750/emeka-egbuka
Nick Jackson,s:20~l:28~a:4568492,Black,10000.00%,33,Neutral,9794.18%,"6' 0"", 235 lbs",N/A,Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/4568492/nick-jackson
Jose Ramirez,s:20~l:28~a:4569068,Black,9521.95%,30,Neutral,9998.48%,"6' 2"", 252 lbs",5/9/1999 (26),E Michigan,"2023: Rd 6, Pk 196 (TB)",Active,https://www.espn.com/nfl/player/_/id/4569068/jose-ramirez
Ben Scott,s:20~l:28~a:4569202,White,9972.73%,23,Angry,9714.27%,"6' 5"", 310 lbs",N/A,Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4569202/ben-scott
John Bullock,s:20~l:28~a:4569563,Middle Eastern,5222.10%,24,Neutral,8460.91%,"6' 0"", 230 lbs",4/22/2001 (24),Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4569563/john-bullock
Dennis Houston,s:20~l:28~a:4572786,Black,9997.65%,24,Happy,9921.90%,"6' 1"", 190 lbs",4/24/1999 (26),W Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4572786/dennis-houston
Ryan Coe,s:20~l:28~a:4578233,White,9772.33%,24,Happy,6839.90%,"6' 2"", 225 lbs",N/A,California,N/A,Active,https://www.espn.com/nfl/player/_/id/4578233/ryan-coe
Bucky Irving,s:20~l:28~a:4596448,Black,10000.00%,30,Happy,9997.80%,"5' 10"", 195 lbs",8/19/2002 (22),Oregon,"2024: Rd 4, Pk 125 (TB)",Active,https://www.espn.com/nfl/player/_/id/4596448/bucky-irving
Tez Johnson,s:20~l:28~a:4608810,White,7959.89%,44,Neutral,6515.99%,"5' 10"", 165 lbs",5/18/2002 (23),Oregon,"2025: Rd 7, Pk 235 (TB)",Active,https://www.espn.com/nfl/player/_/id/4608810/tez-johnson
Michael Pratt,s:20~l:28~a:4685039,White,9990.79%,24,Happy,9996.03%,"6' 2"", 217 lbs",9/30/2001 (23),Tulane,"2024: Rd 7, Pk 245 (GB)",Active,https://www.espn.com/nfl/player/_/id/4685039/michael-pratt
Yaya Diaby,s:20~l:28~a:4686334,White,4963.03%,37,Neutral,9928.24%,"6' 4"", 270 lbs",5/30/1999 (26),Louisville,"2023: Rd 3, Pk 82 (TB)",Active,https://www.espn.com/nfl/player/_/id/4686334/yaya-diaby
Luke Haggard,s:20~l:28~a:4686884,White,9992.76%,28,Neutral,9776.75%,"6' 7"", 305 lbs",1/3/2000 (25),Indiana,N/A,Active,https://www.espn.com/nfl/player/_/id/4686884/luke-haggard
Ben Chukwuma,s:20~l:28~a:4690787,Black,10000.00%,31,Neutral,9997.17%,"6' 6"", 310 lbs",N/A,Georgia St,N/A,Active,https://www.espn.com/nfl/player/_/id/4690787/ben-chukwuma
Elijah Roberts,s:20~l:28~a:4690795,Black,9999.55%,38,Neutral,9999.64%,"6' 4"", 295 lbs",12/24/2001 (23),SMU,"2025: Rd 5, Pk 157 (TB)",Active,https://www.espn.com/nfl/player/_/id/4690795/elijah-roberts
